Tank,Population,Temperature,Selection,Generation ,Week,Age,Weight
6,HTC6,H,C,5,9,111,0.657
6,HTC6,H,C,5,9,111,0.681
6,HTC6,H,C,5,9,111,0.652
1,HTC4,H,C,5,10,118,0.547
1,HTC4,H,C,5,10,118,0.656
1,HTC4,H,C,5,10,118,0.939
1,HTC4,H,C,5,10,118,0.534
1,HTC4,H,C,5,10,118,0.98
1,HTC4,H,C,5,10,118,0.482
1,HTC4,H,C,5,10,118,0.867
1,HTC4,H,C,5,10,118,0.528
1,HTC4,H,C,5,10,118,0.623
1,HTC4,H,C,5,10,118,0.655
2,LTC1,L,C,5,10,118,1.178
2,LTC1,L,C,5,10,118,1.043
2,LTC1,L,C,5,10,118,1.469
2,LTC1,L,C,5,10,118,1.203
2,LTC1,L,C,5,10,118,0.751
2,LTC1,L,C,5,10,118,1.211
2,LTC1,L,C,5,10,118,0.978
2,LTC1,L,C,5,10,118,1.887
2,LTC1,L,C,5,10,118,0.997
2,LTC1,L,C,5,10,118,1.59
3,HTC5,H,C,5,10,118,0.751
3,HTC5,H,C,5,10,118,0.74
3,HTC5,H,C,5,10,118,1.419
3,HTC5,H,C,5,10,118,1.117
3,HTC5,H,C,5,10,118,1.034
3,HTC5,H,C,5,10,118,1.258
3,HTC5,H,C,5,10,118,0.778
3,HTC5,H,C,5,10,118,1.142
3,HTC5,H,C,5,10,118,1.42
3,HTC5,H,C,5,10,118,1.477
4,LTC2,L,C,5,10,118,0.792
4,LTC2,L,C,5,10,118,0.707
4,LTC2,L,C,5,10,118,1.324
4,LTC2,L,C,5,10,118,1.067
4,LTC2,L,C,5,10,118,0.845
4,LTC2,L,C,5,10,118,0.85
4,LTC2,L,C,5,10,118,0.861
4,LTC2,L,C,5,10,118,1.505
4,LTC2,L,C,5,10,118,0.681
4,LTC2,L,C,5,10,118,0.743
5,LTC3,L,C,5,10,118,0.996
5,LTC3,L,C,5,10,118,0.794
5,LTC3,L,C,5,10,118,0.941
5,LTC3,L,C,5,10,118,0.877
5,LTC3,L,C,5,10,118,0.994
5,LTC3,L,C,5,10,118,0.782
5,LTC3,L,C,5,10,118,0.738
5,LTC3,L,C,5,10,118,1.278
5,LTC3,L,C,5,10,118,0.826
5,LTC3,L,C,5,10,118,0.933
6,HTC6,H,C,5,10,118,0.736
6,HTC6,H,C,5,10,118,0.676
6,HTC6,H,C,5,10,118,0.687
6,HTC6,H,C,5,10,118,0.786
6,HTC6,H,C,5,10,118,0.444
6,HTC6,H,C,5,10,118,0.538
6,HTC6,H,C,5,10,118,0.632
6,HTC6,H,C,5,10,118,0.809
6,HTC6,H,C,5,10,118,1.043
6,HTC6,H,C,5,10,118,0.662
1,HTC4,H,C,5,11,126,1.238
1,HTC4,H,C,5,11,126,0.528
1,HTC4,H,C,5,11,126,1.032
1,HTC4,H,C,5,11,126,0.556
1,HTC4,H,C,5,11,126,0.617
1,HTC4,H,C,5,11,126,0.953
1,HTC4,H,C,5,11,126,0.674
1,HTC4,H,C,5,11,126,0.508
1,HTC4,H,C,5,11,126,0.258
1,HTC4,H,C,5,11,126,0.709
2,LTC1,L,C,5,11,126,0.94
2,LTC1,L,C,5,11,126,0.856
2,LTC1,L,C,5,11,126,1.262
2,LTC1,L,C,5,11,126,1.106
2,LTC1,L,C,5,11,126,1.397
2,LTC1,L,C,5,11,126,0.808
2,LTC1,L,C,5,11,126,0.887
2,LTC1,L,C,5,11,126,0.926
2,LTC1,L,C,5,11,126,0.895
2,LTC1,L,C,5,11,126,1.348
3,HTC5,H,C,5,11,126,1.048
3,HTC5,H,C,5,11,126,0.243
3,HTC5,H,C,5,11,126,0.922
3,HTC5,H,C,5,11,126,1.222
3,HTC5,H,C,5,11,126,1.165
3,HTC5,H,C,5,11,126,0.835
3,HTC5,H,C,5,11,126,0.554
3,HTC5,H,C,5,11,126,0.729
3,HTC5,H,C,5,11,126,0.912
3,HTC5,H,C,5,11,126,1.262
4,LTC2,L,C,5,11,126,0.761
4,LTC2,L,C,5,11,126,1.418
4,LTC2,L,C,5,11,126,0.917
4,LTC2,L,C,5,11,126,0.766
4,LTC2,L,C,5,11,126,0.829
4,LTC2,L,C,5,11,126,1.012
4,LTC2,L,C,5,11,126,0.136
4,LTC2,L,C,5,11,126,0.78
4,LTC2,L,C,5,11,126,1.314
4,LTC2,L,C,5,11,126,0.706
5,LTC3,L,C,5,11,126,1.103
5,LTC3,L,C,5,11,126,0.671
5,LTC3,L,C,5,11,126,0.696
5,LTC3,L,C,5,11,126,0.884
5,LTC3,L,C,5,11,126,1.037
5,LTC3,L,C,5,11,126,0.861
5,LTC3,L,C,5,11,126,0.969
5,LTC3,L,C,5,11,126,0.861
5,LTC3,L,C,5,11,126,1.213
5,LTC3,L,C,5,11,126,0.827
6,HTC6,H,C,5,11,126,0.837
6,HTC6,H,C,5,11,126,0.796
6,HTC6,H,C,5,11,126,0.655
6,HTC6,H,C,5,11,126,0.695
6,HTC6,H,C,5,11,126,0.71
6,HTC6,H,C,5,11,126,0.831
6,HTC6,H,C,5,11,126,0.68
6,HTC6,H,C,5,11,126,0.677
6,HTC6,H,C,5,11,126,0.7
6,HTC6,H,C,5,11,126,0.68
1,HTC4,H,C,5,12,133,0.645
1,HTC4,H,C,5,12,133,0.564
1,HTC4,H,C,5,12,133,0.66
1,HTC4,H,C,5,12,133,1.1
1,HTC4,H,C,5,12,133,0.559
1,HTC4,H,C,5,12,133,0.695
1,HTC4,H,C,5,12,133,0.566
1,HTC4,H,C,5,12,133,0.778
1,HTC4,H,C,5,12,133,1.206
1,HTC4,H,C,5,12,133,0.302
2,LTC1,L,C,5,12,133,1.382
2,LTC1,L,C,5,12,133,0.928
2,LTC1,L,C,5,12,133,1.104
2,LTC1,L,C,5,12,133,1.091
2,LTC1,L,C,5,12,133,1.947
2,LTC1,L,C,5,12,133,1.175
2,LTC1,L,C,5,12,133,0.927
2,LTC1,L,C,5,12,133,1.084
2,LTC1,L,C,5,12,133,1.394
2,LTC1,L,C,5,12,133,0.757
3,HTC5,H,C,5,12,133,0.683
3,HTC5,H,C,5,12,133,0.608
3,HTC5,H,C,5,12,133,0.822
3,HTC5,H,C,5,12,133,0.947
3,HTC5,H,C,5,12,133,1.622
3,HTC5,H,C,5,12,133,0.747
3,HTC5,H,C,5,12,133,1.235
3,HTC5,H,C,5,12,133,1.281
3,HTC5,H,C,5,12,133,0.941
3,HTC5,H,C,5,12,133,1.918
4,LTC2,L,C,5,12,133,0.767
4,LTC2,L,C,5,12,133,1.306
4,LTC2,L,C,5,12,133,0.715
4,LTC2,L,C,5,12,133,0.695
4,LTC2,L,C,5,12,133,0.714
4,LTC2,L,C,5,12,133,0.761
4,LTC2,L,C,5,12,133,0.752
4,LTC2,L,C,5,12,133,0.762
4,LTC2,L,C,5,12,133,1.252
4,LTC2,L,C,5,12,133,0.865
5,LTC3,L,C,5,12,133,0.881
5,LTC3,L,C,5,12,133,0.613
5,LTC3,L,C,5,12,133,0.832
5,LTC3,L,C,5,12,133,0.959
5,LTC3,L,C,5,12,133,1.004
5,LTC3,L,C,5,12,133,1.424
5,LTC3,L,C,5,12,133,0.9
5,LTC3,L,C,5,12,133,0.676
5,LTC3,L,C,5,12,133,0.841
5,LTC3,L,C,5,12,133,1.098
6,HTC6,H,C,5,12,133,0.728
6,HTC6,H,C,5,12,133,0.836
6,HTC6,H,C,5,12,133,0.688
6,HTC6,H,C,5,12,133,0.721
6,HTC6,H,C,5,12,133,0.795
6,HTC6,H,C,5,12,133,0.682
6,HTC6,H,C,5,12,133,0.712
6,HTC6,H,C,5,12,133,0.515
6,HTC6,H,C,5,12,133,0.822
6,HTC6,H,C,5,12,133,0.68
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
1,HTC4,H,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
2,LTC1,L,C,5,6,90,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
3,HTC5,H,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
4,LTC2,L,C,5,6,91,
